words,sentiment_coeff
pewnie,1.001772891606284
siebie,1.0003444629524867
zly,1.0010739332843246
morawiecki,1.014182678768053
bardzo,1.0032336993188604
glos,1.0078690484946657
ii,-1.0167615517362183
zycie,1.0085206389699641
jan_pawel,-1.0260202252678245
jesli,1.0069451489521255
skoro,1.0082016546056147
pisac,0.9987202921851001
tez,1.001101951918483
dawac,1.0055812259233274
zniszczyc,-1.0039977879019826
slowo,0.9965626837775722
do,1.004473592283115
dostac,1.0072209541457493
drugi,1.0031295324653502
500_plus,1.019790470088192
pierwszy,1.0017798610851003
afera,1.0019352096837304
wiec,0.9970328682642212
ko,1.0112872590791238
dzialac,1.0052847408363228
podatek,1.0067908843353526
zaczac,1.0023997702066119
razem,0.9972719780641435
wiekszosc,1.0038798856779407
samo,0.9998068612223928
brawo,1.0085256086037484
dlatego,1.0081453673326317
praca,1.0134634948055594
zaglosowac,1.0082990785650046
prosic,1.0047369227667045
posel,1.001814349658209
jestescie,-1.0010382395108528
uwazac,1.0045727957666797
isc,1.006556755688277
zamiast,0.9995270981158064
zyc,0.9998166085691724
atakowac,-1.0064268342149087
drozyzna,1.0140666233001843
potrafic,1.0022853399289473
/,1.0069160814064937
walczyc,0.997295129329447
kk,-1.0035562750939233
wazny,0.9995787983553
reszta,1.0033872317321666
nawet,0.9952880840474978
reka,-0.9943651743839995
u,1.0007721045793443
rolnik,1.011710696150336
wierzyc,0.9997064723646468
wasz,0.9972983040204434
1,1.0073790072660618
fakt,1.0014676620954952
konfa,1.0092623258351936
kobieta,1.0046541941608
nowy,1.0025101987693426
pomoc,0.9980723513301786
moze,1.0001219066349079
xd,1.007863820026309
zmienic,1.0085993306263352
banda,1.0018277404729015
putin,1.003458432395475
rosja,1.0149225811571154
nienawisc,-0.9948115414819948
marsz,-1.0137683286650105
milion,1.0050068115647621
potem,0.9989344606530489
niszczyc,-1.005536859630772
spoleczenstwo,0.9984584521606117
strona,0.9972650488934622
3,1.0049042755315758
brak,1.0029358560234378
koalicja,1.0067769058771192
raz,1.0117705171715876
miejsce,1.0045443411984725
zle,0.9977610523147801
katolik,-1.017974409901773
wlasny,1.0021205418856973
psl,1.007851715740632
pytanie,0.998209008315411
gdyby,1.0041810722001128
rzecz,1.003025322099257
byc_by,1.0052873343993818
klamac,1.0037299922751124
twoj,0.9982826421917266
przegrac,1.0090622451205868
malo,1.0134401771983161
atak,-1.0162733200380125
pisu,1.0012753715967244
poparcie,1.0025229053949924
liczyc,1.0022726101356845
obywatel,1.0036048833823545
wyjsc,1.002123481698822
czekac,1.0068307244066679
wiecej,1.0047106782788602
juz,1.0049519013213306
niech,1.0024304232658539
mlody,1.0000692537471385
wszyscy,1.001419051506031
las,1.0042165807271233
historia,0.9965315189446223
naprawde,1.000534239121816
idiota,1.0017660126872823
platforma,1.0096129446156148
ciekawy,1.0079854976923839
prawica,1.0079162077813404
zloty,1.012640189229923
niemiec,1.006948142739311
wystarczyc,1.0049848009594538
od,1.0005319685931493
zlo,1.0032875557909775
rodzina,1.0024837724245166
glowa,1.0010231427893082
droganiedzielapis,-1.0170395145922209
pojsc,1.0088925434503535
bronic,-1.0087878196085684
pamietac,0.998686334228863
pracowac,1.0119275210774226
nasz,1.004187917945742
kadencja,1.0060692919668024
trzeba,0.9992776718549325
cel,1.0084109064989935
my,1.003882001010852
bac,1.0046803058335045
troche,1.0092083042229822
patologia,0.9993713675051977
gospodarka,1.0119898257853905
zobaczyc,1.0058030753956855
zmiana,1.0059571669318899
wina,1.0003294226557173
nadal,1.0123007341184758
pedofil,-1.0140294253326994
wstyd,-1.0107397962226576
doprowadzic,1.0080517291136524
bieda,1.0049649311299167
policja,0.9990400053970215
droga,1.0057237026383834
kampania,0.997127874528475
nalezec,0.9983836357719428
jedyny,1.002470523260656
glupota,-0.9981916333094898
dzialanie,1.0013679064297205
wygladac,1.0061845509352203
wprowadzic,1.00803151013082
znac,1.0036062618695547
zaden,0.99689595187555
zeby,0.9986647114102865
dopiero,1.0051954341393852
pl,1.005599245986456
cos,1.0027856465219545
glupi,0.999634585545291
stary,1.0007017739034472
czesc,0.9963889129520158
przyklad,1.0006718334967843
skonczyc,1.003522464749939
dzien,1.001112833827471
pomysl,1.0081823513013062
niby,1.0013679526707742
ktos,1.0049022709245732
pokazywac,0.9991651489262857
holownia,1.0066544882503563
7_rok,1.0116486083180576
sytuacja,1.0049047561588131
cena,1.0160538189542727
placic,1.0140391204440475
komunista,0.9999601873206047
raczej,0.9977714960822691
probowac,-1.006588245993924
wspierac,0.9999893509277158
maly,1.0117799645311378
demokracja,1.0024184403575471
i_tak,1.0120918035907647
powod,1.0086255208780346
jeszcze,1.0082311130225519
sad,-1.00416915681289
sukces,1.0074754725195043
ruski,1.0078672068049916
prezes,-1.0049425526202371
rozdawnictwo,1.0167333539067687
gdzie,0.9986323996174209
szkoda,1.0023198705250844
ukraina,1.0032850278253858
nie_wiedziec,1.0058456006194763
grac,0.999511067224808
komuna,1.003064737219612
interes,1.006233315626443
obrona,-1.009359748548828
smierc,-0.998382178426269
usa,1.0038897579969261
nigdy,1.0037547507495004
narracja,-0.9971980567627812
na_przyklad,1.0085600571304816
gowno,1.0030721540015546
akurat,1.002412857799106
znaczyc,1.0032917459539643
sila,1.00350660478532
koszt,1.0099436230080376
przegrac_wybory,1.004823116795187
sp,-1.0176449561117866
budowac,1.0012867361101199
stan,1.0039506520024772
wolnosc,1.0100271970995551
tvpis,-1.0014224735900263
oddac,1.0029199314916257
udac,-0.9968762745732729
najpierw,1.0004552157919668
niemcy,1.0085167424984272
sondaz,1.0059183852571003
i_tym,1.0141903712190645
kupic,1.0136825471474114
akcja,1.000736393387365
krasc,1.0011666003159085
prowadzic,-0.9996981205983069
by_byc,1.0065070103688065
okradac,1.0090570844146258
wspolny,1.0006131127240172
jp_ii,-1.027174171259847
premier,1.006251348269179
debil,1.0053192060520875
napisac,1.0034967002629078
pokazac,0.9964624470205418
lubic,-1.0008576511045444
nazywac,1.0038990142835436
odsunac,1.0055806043948476
przypadek,0.9994112441190455
zlodziejstwo,1.0026262000886403
kaczastrofa,1.0133071660009867
wynik,1.0192992591081231
moj,1.006064051375601
wykorzystywac,-1.0195445296016616
sluzba,1.0033493312134498
dzis,0.9990017395963356
poziom,1.0073335957278526
przekaz,1.007530568410567
pawel_ii,-1.0250642843569358
niemiecki,-0.9992741103638889
obecnie,1.004924399028379
kiedys,-0.9972841231737636
dziennikarz,0.9934479028749489
3_kadencja,1.0066982369268693
pzpr,0.9980515416804815
sa,1.0038665325754508
pis_owski,-1.013083351228199
patrzec,1.0036309002775037
inaczej,1.009840048914264
pewno,1.0068776941512756
ile,1.0093594307759495
emeryt,1.016076473524444
przez,-1.0033547616291199
wyznawca,-1.0066890894403804
pozno,1.0064795196607565
dalej,1.0065173392048248
bog,0.9967330725621263
inwestycja,1.0198314014599383
walka,0.9978595267162627
miliard,1.0175046206622733
partyjny,-1.0097517293318365
zgadzac,1.0023845889340028
podobne,1.0130117010573674
5,1.0128574987911603
ulica,-1.0011487225987243
minister,1.0057976097154602
pomnik,-1.007928109932131
pedofilia,-1.0096390367987413
zawsze,0.9997646567421995
2015,1.0109821692029115
siedziec,1.007212421025142
wziac,1.0030225894041986
duda,0.9996084684631985
wiara,-1.0061074563643606
czlonek,-1.0044818759461402
hipokryzja,-1.002158239833659
okazja,0.9972318159648009
zdanie,1.0027759629026765
budzet,1.00933481322584
zwolennik,1.0016617759421869
wobec,-0.9992769601683298
kampania_wyborczy,-1.0270471215028825
pytac,1.0045234819590085
rozdawac,1.0026668500387466
stracic,1.010338649611872
bzdura,1.004809198171766
wybrac,1.00459314281037
prawdziwy,0.9984567509514019
zwykly,1.0031569203850328
ofiara,-1.0092891235355574
szybko,1.007487237058705
wpis,1.001436531524987
dziwic,1.0032139937775226
potrzebowac,1.0048766760261376
prl,1.0012355069450778
europa,1.0040204578022796
tu,1.0051678186552278
wykorzystac,-0.9978766546096773
czytac,1.0053354533964385
zdjecie,-1.014498585642397
upadek,1.0061402524852583
efekt,-1.012072987464124
zbudowac,1.0065590216221494
brac,1.0124311788113378
bez,1.0090512732161192
wartosc,1.0023632478180635
istniec,1.0014988745097273
sejm,1.0062055606495517
obietnica,1.0092805100903237
dom,1.0015099096737197
roznica,1.0111167496686233
rezim,-1.0044858886369787
sprzedac,1.0064349115039777
30,1.0131640529310777
drogobopis,-1.0187787207818981
rosnac,1.0159908417712245
kochac,1.0065554372820478
wiadomo,0.9985601738775701
dokladnie,1.0087899789559058
przeciw,0.9973520554681045
dziac,0.9998487125114334
podobnie,1.0001106825678836
wysoki,1.0099797132893096
100,1.0115316177776157
koryt,-1.0032276604915158
tworzyc,1.0035165857968908
d,1.010404187414837
racja,1.0005116344710154
bron,-1.0042561797182148
kupowac,1.000152015366862
dawno,0.9995803633418238
kiedy,1.0000419526522935
aborcja,1.0049785561452722
prezydent,1.0048715850712848
podobny,0.9973343835651841
szukac,1.0009334911349879
konfy,1.0150059475419828
twierdzic,0.9998964059425182
przedsiebiorca,1.015822758728167
pelny,-1.0070174815578956
material,-1.004070657952983
wczesnie,0.9980462266566403
swiety,-1.0131951606212592
zrozumiec,1.0066911546921875
jaroslaw_kaczynski,-1.0215622397507778
zabrac,1.0033297197005042
przypominac,0.9970805396878761
ostatni,0.9996840073423652
firma,1.0144563854163327
uzywac,-1.0004805423035708
jesien,1.009651335590482
ziobro,-1.0004273420533312
powinien,1.0015318544658516
wrog,1.000394416611123
50,1.0108623625924962
krytykowac,1.0015043790830898
oszukac,1.0152664543388958
odpowiadac,1.0062354739444488
trzeci_kadencja,1.0073715898846467
zaplacic,1.004727841111452
mocno,1.007342954096395
czuc,1.0026256642444369
emerytura,1.0150567482245079
przeciwko,0.9957432644469578
wybor,1.0032871387861562
lewak,-0.9983152968346252
spoleczny,1.0019702589741457
zdrajca,0.999208530603281
dowod,0.9999263462080592
socjal,1.0150889221622226
plan,1.0120873978775649
chcecie,1.0013875065432352
katolicki,-1.0016450294936068
typowy,-1.0076036517159068
miasto,1.0044411652555532
uwaga,1.0048716386492142
zreszta,1.0034383023416256
rzeczywistosc,0.9995886325836921
jasny,1.0028910755088756
polakom,1.007408140416953
obrzydliwy,-1.0353069971333169
poglad,1.0051319446724605
wlasnie,1.0023994500494995
robota,1.0042966049663693
potrzebny,1.0042955382203265
lewactwo,-1.0111953664609208
porazka,1.0072905680171538
jezeli,1.0010193571006833
warszawa,1.0070725594536298
chociaz,1.0000419001074792
winien,-0.9994368842999013
pozwolic,-0.9987184824910893
szansa,1.0054451145935304
biedny,1.008535828602265
tam,1.00679761645008
wedlug,0.9996270731868236
metoda,1.0059038403731757
oby,1.0094995677431364
przestac,1.0002384674719844
tt,1.0014563215954
zaczynac,1.0024075211123324
narodowy,1.0007851360632807
zapomniec,0.9970693803477083
nadzieja,1.00645753002287
oko,-0.9997358908000987
wrocic,1.002649345808911
mentzen,1.0106579785537788
zarobic,1.010140978942092
slaby,1.011024454395001
dzialacz,-1.0050808119535366
religia,-1.0140731443302853
mozna,1.003832865421351
komuch,1.0045411500028676
8,1.007509146455913
dziwny,1.0015331648443389
chory,1.0044884864190509
wydawac,1.0094068010449377
kara,1.008210994716038
unia,1.0013402488408136
tv,1.0022390306789415
wychodzic,0.9988572682150935
serio,1.0020768626212575
jednak,0.9997945565797102
wtedy,1.0030901917677637
giertych,1.001692576604347
albo,1.006272647993605
wciaz,1.0079768632378867
dno,0.9998568384991577
wygrywac,1.006100574442517
pewien,1.0024829739891923
przyszlosc,1.0018558545407574
dane,1.00553712910469
granica,1.0089831345349645
manipulacja,-0.9997883839665328
dlugo,1.0055617108852646
mozg,1.0066343929955859
zamknac,1.0043187478821647
ustawa,1.0105079765944136
wiedza,1.0034807605788885
dostawac,1.013707968938619
prokuratura,-0.9976928273328628
grupa,1.0029022595423962
chwila,1.0047797194855126
tymczasem,1.0053091613940726
kolega,1.0009049803384882
wymyslic,-1.0058828142859986
trzymac,1.000707437204185
byle,1.0029089669678581
dzisiaj,0.9993187475684429
donald_tusk,1.0087695511421344
kryzys,1.0118551370481002
przeszkadzac,0.9975380639230063
wolny,1.0024403891524016
dziekowac,1.0120327846138018
moc_by,1.0003676221492541
traktowac,-0.9993879252114147
suweren,1.0080450816477944
pamiec,-1.0394743800321558
ksiadz,-0.9995307999342246
4,1.0153651126929002
matka,1.000237772493681
oznaczac,1.0085353933314665
p,1.0178024600229523
kwestia,0.9985068475160047
przyjsc,-0.9986049923344409
pociag,-1.0036223473518717
udawac,0.9976420380273328
zaklamac,-1.0103268623260024
tracic,1.007853597903639
super,1.0055660238880268
zaraz,0.9983348694411195
dlug,1.0108624580312293
wypowiedz,1.0014317458814477
sluchac,0.9991521774712125
sekta,-1.004220954701954
procent,1.0089005825243291
panstwowy,1.0073860036789968
codziennie,-0.9996039453696283
odpowiedz,1.005654148300491
niektory,1.0049838577459047
20,1.0204674725116678
wprowadzac,1.010198811578141
2023,1.0188884310901196
wylacznie,1.0013568640017694
10,1.004556371650429
obiecac,1.0164380612047628
coz,0.9999533172276506
szef,0.9982460541748605
ukrywac,0.9976323550184109
normalny,1.0031707825976737
konstytucja,1.003354870190828
okazac,-0.9971055385257289
idiot,1.00682416984303
polakow,1.0046808305249437
demokratyczny,1.009859313617305
ukrasc,1.0071448866838666
system,1.0039811576841724
uwierzyc,1.0115060984112334
wypierdalac,-1.0100415819780943
gdy,1.008616189179984
pomagac,1.0058961266367086
odebrac,1.0129297579820455
lis,-1.00682471648267
dojsc,1.0042449502931494
oj,-1.0042506556461144
organizowac,-0.9991891344462799
widziec_byc,1.0035797014080037
ogladac,1.0028246376192549
tysiac,-1.0054779824425628
znalezc,1.0073567407011434
winny,0.9992557976309063
szczuc,-1.0104424322704835
odejsc,1.0010679553492863
zabic,-1.001453007887656
pasowac,1.0025040270755186
maj,1.0068814318059784
katastrofa,1.002835865334832
oplacac,-1.0004423417936916
s,1.0080524974748726
srodowisko,1.006414898851046
wiezienie,-1.012849913003561
madry,0.9999467132746941
jakby,0.9963954750179125
dwa,1.0017557682037803
typ,1.0051940177917298
k,-1.0067734502878198
szkola,1.012996310348936
wcale,1.0023777744331146
piekny,-1.0040550140108133
bronia,-1.0090326929712594
lewacki,1.0033176687159364
wino,1.0034460636490887
poza,1.0069318626313468
proba,0.9972468468715926
spadac,1.0184152551684307
zalosny,1.0014685323674952
blad,1.0085818944818292
publiczny,1.003842721222468
reportaz,-1.012410990856714
cieszyc,1.003807038168045
mozliwosc,1.0133299411080152
robak,1.0111235162243557
dyskusja,-0.9994634294605593
autorytet,-1.0232692956518368
zauwazyc,1.0083353358986606
wczoraj,-1.0086709942171663
spolka,0.9955066755876859
rzadzacy,1.0071168394976304
tekst,1.0024558996855426
pkp,-1.0295798458607974
konfe,1.010241072289997
caly_polska,-1.0330647983401648
ciebie,-0.9977162555357805
promowac,1.0065563965326292
stanowisko,1.002076797421192
dodac,1.0086874215836603
zmieniac,1.0076080035487014
smolensk,-1.0173908305133321
dzielic,1.000214970477097
przestepca,-1.0044273048384307
zwlaszcza,1.0069937934140938
duzo,1.0071253562480673
kosztowac,1.0202849566241048
gora,1.0044816909199918
oszust,1.0054854110645615
spotkanie,-1.012272848703528
glownie,1.0031206866755251
slyszec,1.0010571811567373
po_lewica,1.0112700647560406
po_/,1.0093856307847073
sluzyc,1.0003218594018852
czerwony,1.0044137302449698
oprocz,1.0044462170581323
umiec,1.0087733757475268
antypolski,-1.0143051526195992
przekonac,1.0042584983775922
pracownik,1.0084683480830385
jechac,1.0025531386887296
ogol,1.0031756982311233
finansowac,1.0070888920586327
haslo,-1.0066171789477671
prawicowy,1.0039454950936912
czemu,-1.0030775354443484
wsparcie,1.0080778900845888
postac,-1.011613620515224
mysl,1.0058591509275678
krytyka,0.9992065162887609
zlodziejski,-1.0116510951155657
uklad,1.0008868490446061
zasada,0.9994340539928751
pozwalac,-1.014241970926609
pokonac,0.9997682881127151
spasc,1.00576624262287
chwalic,1.00620451370388
niczym,1.005069492260617
zwiazek,1.006945698775589
sld,1.0164546590593866
zart,1.0091830989195143
ps,-1.0016644187890624
zboze,1.014206101426142
pierdolic,1.0077274593041716
organizacja,-1.0158772830059661
obecny,0.9987654084550108
sens,1.008956922851889
won,-1.0170050144099814
odbierac,1.0025895185220974
argument,0.9974435889480007
chlop,1.0087554562605219
glosowanie,1.0105774732246922
pl2050,1.0085124030919517
blisko,1.0169368373629661
zajmowac,-1.003445277306751
ogromny,1.0106328344322701
marsze,-1.0120792112257402
wejsc,1.0069724540566787
rozny,1.000005298934491
spokojnie,1.0052043561863366
badanie,1.0047871100556456
nastepny,1.0039524620775377
podpisac,1.0084549954221447
podobno,1.0108431979746266
komisja,1.0023494163712272
bezrobocie,1.017435322699419
przekret,0.9986614926126807
glowny,-1.0059795366462407
nienawidzic,0.9997406795986133
klamliwy,0.9993429239944583
nie_dac,-0.995273483481132
zlecenie,-1.0116847221604468
bruksela,1.0073993559236833
wplyw,1.007235487046046
ochrona,1.0006835977583797
trwac,1.0063656666156078
wreszcie,1.0025888703659713
pisowiec,-1.0021320591250504
powazny,-1.0045967015025972
zona,1.0100403300353373
towarzysz,1.0106343666765791
lista,1.0027068076905723
chocby,1.0046880523123856
zero,1.007771867416867
po_zlo,-1.0204965154622252
zatem,-1.0186754231858053
hejt,0.9983960431650459
zagrozenie,1.0072935999518853
lgbt,1.004448957449849
sprawca,-1.0421058647181665
troll,1.0017170993484719
zasluga,1.0067720693331008
trzaskowski,1.0015141429528718
mieszkanie,1.012026760793528
rozmowa,1.004376637695959
6,1.0198096934645358
po_psl,1.0137949209063892
smiec,-1.0197018611945687
smolenski,-1.0244048538783366
pedofic,-1.017286704775937
internet,0.9972598746697274
wiele,1.0062830521941648
7,1.0191743614764484
euro,1.0225324753986074
anty,1.012181661284423
ciagle,1.0040266880330524
chronic,-1.0010067941968983
sklep,1.0078673290162061
wszedzie,1.001988083085765
wies,1.011215400493257
socjalny,1.0240690541251998
nagonka,0.997273735801743
chciec_by,1.0082611768738412
obrazac,0.9989341963333712
tvn24,-1.009190143549666
wola,1.0066677496143641
stworzyc,1.0023253381111275
faszysta,-1.0006385182286377
rp,1.0053467203917543
realizowac,1.0137490978759944
nagle,1.003945851646772
strach,1.0019200965932267
trudno,1.004374595786029
orlen,1.010341470971806
szacunek,-1.007674548102453
tydzien,0.997058304292827
przeciwnik,-1.0024078958680505
wszystek,1.0121948282144166
zarabiac,1.012235338545752
pieknie,-1.0078085753708048
pies,1.0048321475283235
cyrk,-1.012629739580598
twarz,-0.9991250619359722
wiek,1.0027910949327068
komunistyczny,1.009709573073656
zajac,0.9992466565104051
gaz,1.0116145829028742
wygrana,1.016596009665914
swieto,1.0045302653366062
dobro,0.9986578200416947
kradniec,1.002951417351212
nauka,-1.011614991879815
list,1.0000206950266144
ostatnio,1.0144234059250838
jednoczesnie,1.0018261178905963
sprowadzic,-1.0158690343481536
dobrobyt,1.0129668329157877
tragedia,1.001274449684164
wraz,-1.0149697986993087
rola,-1.009343964587086
rzucac,-1.0006356420272706
kretyn,-1.0082900832651274
sadzic,1.0010761612028367
myslec_byc,1.0014393085979627
rodzic,1.0018745811196021
ukrainski,1.0107286503545152
zwiazac,-1.0137874370812012
rozmawiac,1.0070183671253143
patriotyzm,-1.0126564186919889
port,1.0127357200527116
zapisac,-1.0256681974821682
przyznac,1.000639316030127
zgodzic,1.0197064042656236
smiac,1.0055224753338883
ilosc,1.01202781093982
silny,1.0047291041295066
miesiac,1.0039463189297875
poprzec,1.004673682011511
cpk,1.006995648716761
wracac,1.0044752369581937
obrona_jpii,-1.0439083095761927
zakladac,1.0078926910984642
wolec,1.00888548026777
bawic,1.0034907352882156
krzyczec,-0.9999017294197766
zbyt,1.0064427541597447
przepis,1.018022689721295
prymitywny,0.9959181861360948
miliard_zloty,1.0188798797561704
wybierac,1.0094076027859167
oba,1.004021494046707
zalatwic,1.0122439296483277
dzien_dobry,1.0175615303578383
tak_samo,1.0022426405033817
wyrzucic,1.012011242936149
sprawdzic,1.0077472007426114
t,-1.0094515717615429
wymagac,1.0020636945428396
tepy,-1.0101208593114666
pozdrawiac,1.0129366466043803
tak_zwany,0.9995814231517489
wieszwiecej,-1.0418281122496638
ruszyc,1.0034211911786763
cud,1.0053146399240285
skazac,0.9978471276454328
gadac,0.9990747498372925
nadawac,-1.0025514561207705
wywolac,0.9968496770847805
stacja,1.00107871519903
kryc,-1.0200422747465465
kpo,1.0153743056642708
udzial,1.0109342892743693
wynikac,1.0085816863973793
przebic,1.0062905443017816
samorzad,1.0193657506934566
patriot,-1.0036206905555627
pisem,1.004292735416181
projekt,1.01781636031993
kolejny_kadencja,1.0016453559171665
smieszny,1.0068503104838595
natomiast,1.002447338097654
pogarda,-1.0103930179859661
uznac,1.0104269130669876
syn,-1.0049990307559669
emocja,0.9982488196946248
partia_opozycyjny,1.0136550632646633
vat,1.0195453513977477
chca,-1.0055558178654047
zenada,-1.007626903520005
logika,1.002471927660169
przyjac,1.0102965846632435
nieudacznik,1.007139723624723
jest,-1.0225682707013588
rozum,1.0015805798826378
wegiel,1.022886735994552
prima_aprilis,1.0124373862998395
podobac,0.9982096017280794
miec_nadzieja,1.0026884783098655
artykul,1.0067978530645116
klamca,-1.0201740111209632
stad,1.005650762270184
solpol,-1.0280783398780782
potrzeba,-1.0012660867050212
niedziela,1.006880211666199
protest,-1.0053592890091139
beton,1.0086085039937966
precz,-1.0186119781077139
zarzut,-1.0057440750872655
ziobry,1.0070896060947943
wchodzic,1.0101537176581756
komunizm,1.0036300036318804
oddac_wladza,1.0153134950756084
podac,1.0007286186665814
pseudo,-1.0055452586356954
owi,1.002246446694306
przepraszac,0.9998180865000696
podzial,0.998375427514056
zal,0.9995037528590462
pokaz,-1.0083742565629221
praworzadnosc,1.000282184396402
decyzja,1.009791669093557
wrecz,1.0003300315956958
korzystac,-1.0029804165118044
latwo,1.007837636928945
zamykac,1.0089913680803353
los,1.0091740294803833
przynajmniej,0.999252968953272
przykryc,-1.0177709587935277
czarny,-1.014547372585639
wyborc,1.0062782225849145
odpowiedzialnosc,1.0079778155875103
edukacja,1.005622803589846
wniosek,1.004095958338435
imie,-1.0287228586161914
ziemia,1.0088642409093227
rozliczyc,1.0018557198107885
totalny,-1.0134690893490395
dbac,1.0007231707976396
marsz_papieski,-1.0349084325274376
zlikwidowac,1.0167899727102017
osiagnac,1.0098972064901623
kontrola,1.0113900947660677
paliwo,1.007760787050702
podly,-1.020934695817599
informacja,1.0035637731621905
slyszec_byc,1.0075059129364152
zablokowac,1.0115962706034205
bandyta,-1.0256067300725937
a_potem,1.009754844211956
poprzez,1.0058622884502475
faszystowski,1.0108975079857523
samochod,1.0080801422280823
wierny,-1.0180281472157722
zastanawiac,1.0091777280307532
lewicowy,1.0118238155444297
skutek,-1.0066846792536375
powtarzac,0.9990863638198042
strategia,1.0023231941881945
jaroslaw,-1.026608011049779
profesor,1.0033653776716867
miara,1.0078898742501123
religijny,-1.022120644341659
nazwac,0.9975063903700834
warto,1.0083461036279264
przejac,1.0013351277570475
szkalowac,-1.03828902719716
choc,1.0027695655820201
rzadowy,1.0075741132699614
wzrost,1.0140094710481729
dokument,0.9964497997993053
zorganizowac,-1.002048887372694
pokolenie,-1.0009356240007745
zeby_byc,-1.0089896166229704
kosciol_katolicki,-1.0116498736420263
przy,1.01040234544143
milicja,-1.0042063369336216
ssp,1.007594091488945
stolek,1.0085267625910366
mentzena,1.0050077216786655
leciec,1.000219408079404
poczatek,1.0032780792040317
stawiac,1.003539328047618
spowodowac,1.0076766915444255
bolec,1.0031776729807975
zwykle,1.0078536557451416
jezdzic,1.010773840187299
dojsc_wladza,1.006202067723127
plakac,-1.0078096497572815
trafic,1.0122167509549609
energia,1.0120265476012158
obronca,-1.0049055578819848
swiadczyc,1.004729228780876
budowa,1.0118716409161852
niski,1.0146493491397073
frekwencja,-1.0113607246177652
zabierac,1.008279953178626
walic,0.9994435248868015
